parameter,L_bin,MLT_bin,value
H_f,4,5,1.129159490049101
H_f,4,5,1.0197215710432794
H_f,4,5,1.0726453979730655
H_f,4,5,1.081071936651046
H_f,4,5,1.0467042265326
H_f,4,5,1.0251789231788677
H_f,4,5,1.044060194178761
H_f,4,5,1.085126631507438
H_f,4,5,1.0182402275857427
H_f,4,5,0.8221771569930358
H_f,4,5,0.8107930428414714
H_f,4,5,0.9940224109793957
H_f,4,5,0.8870602273676689
H_f,4,5,0.8714220145347381
H_f,4,5,0.9647449271394998
H_f,4,5,1.0868911638991252
H_f,4,5,1.1061130634334135
H_f,4,5,1.1559606677059513
H_f,4,5,0.9524594146915091
H_f,4,5,0.743464100599672
H_f,4,5,0.80058202517491
H_f,4,5,0.8769822894641778
H_f,4,5,0.8905729794631357
H_f,4,5,0.9406196057627596
H_f,4,5,1.0201000565408354
H_f,4,5,0.9049093691722907
H_f,4,5,1.0119261439757112
H_f,4,5,1.155891159457783
H_f,4,5,1.201687582595282
H_f,4,5,1.2717215724343278
H_f,4,5,1.2240609036075512
H_f,4,5,1.1375151789032032
H_f,4,5,1.0405367559867236
H_f,4,5,0.9226136431952138
H_f,4,5,1.1409478488238614
H_f,4,5,1.306773245098243
H_f,4,5,1.1823057289439445
H_f,4,5,1.076992625338706
H_f,4,5,1.0328565994212082
H_f,4,5,1.005729247542461
H_f,4,5,1.004625626149718
H_f,4,5,1.0129803216836997
H_f,4,5,1.0101431043227849
H_f,4,5,0.9570130192866598
H_f,4,5,0.9518228095239291
H_f,4,5,1.007294617241578
H_f,4,5,0.9775911181442325
H_f,4,5,1.002537918594246
H_f,4,5,1.0226479095652758
H_f,4,5,1.0181073481450031
H_f,4,5,1.015938581767571
H_f,4,5,1.0542917355237627
H_f,4,5,1.1044677178371265
H_f,4,5,1.0245381317833047
H_f,4,5,0.9989668785451697
H_f,4,5,1.000994782819778
H_f,4,5,1.0442483141993213
H_f,4,5,0.991150750662674
H_f,4,5,0.9191923737575729
H_f,4,5,0.9798545600194998
H_f,4,5,0.9939327303873682
H_f,4,5,0.9972791091504962
H_f,4,5,0.9994093657663514
H_f,4,5,0.9999831354300522
H_f,4,5,1.0309268427612812
H_f,4,5,0.9651072488570671
H_f,4,5,0.8525680638126447
H_f,4,5,0.9368060182052927
H_f,4,5,1.0288547109992594
H_f,4,5,0.9439391676334569
H_f,4,5,0.8751936309353217
H_f,4,5,0.9540583041779304
H_f,4,5,1.0136625423202055
H_f,4,5,0.9531920568179728
H_f,4,5,0.9171900042888361
H_f,4,5,0.9756371612894902
H_f,4,5,1.0382980122172734
H_f,4,5,0.9756487622117873
H_f,4,5,0.9174365477080336
H_f,4,5,0.9785698936061789
H_f,4,5,1.04142412720223
H_f,4,5,1.11728856156246
H_f,4,5,1.1851324059467405
H_f,4,5,1.0603076077006695
H_f,4,5,0.9762691088677635
H_f,4,5,1.0030678462432965
H_f,4,5,1.0093300486399197
H_f,4,5,0.9922198335832441
H_f,4,5,0.9757928001409453
H_f,4,5,1.0161887411019104
H_f,4,5,1.0619132284595143
H_f,4,5,1.0290049155392904
H_f,4,5,1.0046610086125158
H_f,4,5,1.0225659075285525
H_f,4,5,1.0229595352332812
H_f,4,5,1.0116810268438814
H_f,4,5,1.0150411486319475
H_f,4,5,1.0160219587046158
H_f,4,5,1.011674293738944
H_f,4,5,1.0023337096305018
H_f,4,5,0.9982404902374226
H_f,4,5,0.989073630063533
H_f,4,5,0.9782217769939837
H_f,4,5,1.0040047373848924
H_f,4,5,1.0246400392122372
H_f,4,5,0.9880552784558799
H_f,4,5,0.9398755498559802
H_f,4,5,0.9745262089305574
H_f,4,5,1.018442606744539
H_f,4,5,0.9962975754537995
H_f,4,5,0.9739205022020295
H_f,4,5,1.019816570872902
H_f,4,5,1.055191294182942
H_f,4,5,1.0119786882460988
H_f,4,5,0.9810214010926964
H_f,4,5,1.0060379978700789
H_f,4,5,1.0316773772231211
H_f,4,5,1.0036434893286355
H_f,4,5,0.9870340210577991
H_f,4,5,0.9891574045551622
H_f,4,5,0.9894925910322966
H_f,4,5,0.988287323311701
H_f,4,5,1.0226793642421557
H_f,4,5,1.002461604386415
H_f,4,5,0.9601191959525746
H_f,4,5,0.981044811640241
H_f,4,5,0.99857244357719
H_f,4,5,1.0002765100189652
H_f,4,5,0.9929036496141699
H_f,4,5,1.0055514568424013
H_f,4,5,1.0238847933224082
H_f,4,5,1.0091027689367722
H_f,4,5,0.9913060924024573
H_f,4,5,1.0144274793495243
H_f,4,5,1.039271959647352
H_f,4,5,0.9937968464879565
H_f,4,5,0.937697995011702
H_f,4,5,1.0019974748973082
H_f,4,5,1.0719746682137445
H_f,4,5,1.0430378198692511
H_f,4,5,1.0140617235254434
H_f,4,5,1.011898826390279
H_f,4,5,1.0177817868423051
H_f,4,5,0.9948524718336582
H_f,4,5,0.9792367893052478
H_f,4,5,0.9994755703525828
H_f,4,5,1.015170532508826
H_f,4,5,0.9976615028478184
H_f,4,5,0.9801605591140811
H_f,4,5,0.979187085150376
H_f,4,5,0.9868827979217629
H_f,4,5,0.9992143561367485
H_f,4,5,1.0070736053197331
H_f,4,5,1.0015665706855434
H_f,4,5,0.9972227454347087
H_f,4,5,0.992388008803411
H_f,4,5,0.9877561159424241
H_f,4,5,1.0086309669758609
H_f,4,5,1.025264029537292
H_f,4,5,1.0122555159622035
H_f,4,5,1.0078171325291603
H_f,4,5,0.9995472518548633
H_f,4,5,0.9888730972578871
H_f,4,5,1.0040526338858202
H_f,4,5,1.003037137488107
H_f,4,5,1.0080835996830433
H_f,4,5,1.0146464329967502
H_f,4,5,0.9994539831159028
H_f,4,5,0.9741610775534164
H_f,4,5,0.9827483000266162
H_f,4,5,0.9917795438640818
H_f,4,5,1.0041073431164032
H_f,4,5,1.000330500911948
H_f,4,5,0.9932927343277803
H_f,4,5,1.0211278237995842
H_f,4,5,1.053244440231737
H_f,4,5,1.0013181520626746
H_f,4,5,0.9529347420273069
H_f,4,5,0.9838025156626033
H_f,4,5,1.0233483660879408
H_f,4,5,1.0050128557338303
H_f,4,5,0.9915583358561999
H_f,4,5,1.0139247458128944
H_f,4,5,1.0303308324455083
H_f,4,5,1.0043594212678388
H_f,4,5,0.9686254518700314
H_f,4,5,0.9859529929847894
H_f,4,5,1.0063078080998056
H_f,4,5,0.96445048585178
H_f,4,5,0.9072443535617524
H_f,4,5,0.9650138474459006
H_f,4,5,1.0257602267636698
H_f,4,5,1.0206020312831574
H_f,4,5,1.0135031025986578
H_f,4,5,1.0374461954963543
H_f,4,5,1.0510131685853075
H_f,4,5,1.0377639235976805
H_f,4,5,1.0244464213031057
H_f,4,5,1.0099589807368206
H_f,4,5,1.0061062605001365
H_f,4,5,0.9997455452381442
H_f,4,5,1.0051272888218057
H_f,4,5,1.0000488060568011
H_f,4,5,0.9961315951081063
H_f,4,5,0.9994588154279284
H_f,4,5,0.9998835933818798
H_f,4,5,1.001788639022422
H_f,4,5,0.9999656219647194
H_f,4,5,0.9979537881552871
H_f,4,5,1.00524942255048
H_f,4,5,1.007193829844253
H_f,4,5,1.0074190525836768
H_f,4,5,1.0113396247484343
H_f,4,5,1.0158607106935253
H_f,4,5,1.004528099536639
H_f,4,5,0.9912950251965902
H_f,4,5,0.9949865502860475
H_f,4,5,0.9956155927378395
H_f,4,5,0.9966386266719144
H_f,4,5,0.9946573352618189
H_f,4,5,1.0003499994431562
H_f,4,5,1.0194979087992213
H_f,4,5,1.0093932527091598
H_f,4,5,0.9966285019859981
H_f,4,5,0.9890334600873139
H_f,4,5,0.981486940885993
H_f,4,5,0.9728831093217877
H_f,4,5,0.9493723102813353
H_f,4,5,0.989301124660482
H_f,4,5,1.030024996128311
H_f,4,5,1.014169263914305
H_f,4,5,0.9994265162794304
H_f,4,5,0.9984303297821018
H_f,4,5,0.99307726051575
H_f,4,5,1.014993855287075
H_f,4,5,1.030646643657039
H_f,4,5,1.0236551412691586
H_f,4,5,1.0279561575411265
